sales_date,date_key,store_key,store_name,city,district,store_type,units_sold,gross_revenue,discount_amount,net_revenue,total_cost,gross_margin,margin_pct,num_transactions,distinct_products,avg_basket_value
2024-01-08,20240108,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2525,35186.00,2204.07,32981.93,22949.74,10032.19,30.42,703,26,46.92
2024-01-08,20240108,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,827,14419.70,732.59,13687.11,9626.18,4060.93,29.67,236,26,58.00
2024-01-08,20240108,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2881,39312.40,1942.93,37369.47,25849.93,11519.54,30.83,827,30,45.19
2024-01-08,20240108,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2479,37987.70,2853.88,35133.82,25209.98,9923.84,28.25,616,26,57.04
2024-01-08,20240108,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1233,16968.70,1053.83,15914.87,11477.25,4437.62,27.88,345,27,46.13
2024-01-08,20240108,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1311,14848.70,949.24,13899.46,9737.91,4161.55,29.94,339,27,41.00
2024-01-08,20240108,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1099,15115.90,821.85,14294.05,9908.10,4385.95,30.68,319,34,44.81
2024-01-08,20240108,24,SuperChampion Afula,Afula,Northern,Supermarket,1361,16323.10,1049.58,15273.52,10761.23,4512.29,29.54,434,31,35.19
2024-01-09,20240109,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,592,8378.70,543.06,7835.64,5574.76,2260.88,28.85,175,32,44.78
2024-01-09,20240109,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1217,16395.40,1166.02,15229.38,10782.36,4447.02,29.20,341,25,44.66
2024-01-09,20240109,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2300,30439.20,2001.18,28438.02,20064.76,8373.26,29.44,711,25,40.00
2024-01-09,20240109,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,928,11997.60,546.01,11451.59,7875.69,3575.90,31.23,283,27,40.46
2024-01-09,20240109,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,839,11838.50,707.22,11131.28,7921.00,3210.28,28.84,287,19,38.78
2024-01-09,20240109,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1437,18779.20,971.73,17807.47,12629.31,5178.16,29.08,390,34,45.66
2024-01-09,20240109,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2379,34856.70,2060.27,32796.43,22632.70,10163.73,30.99,626,27,52.39
2024-01-09,20240109,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,694,9936.60,606.43,9330.17,6527.40,2802.77,30.04,155,19,60.19
2024-01-09,20240109,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1292,16164.60,1052.02,15112.58,10715.85,4396.73,29.09,321,31,47.08
2024-01-09,20240109,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2389,29628.70,1906.44,27722.26,19378.96,8343.30,30.10,704,26,39.38
2024-01-09,20240109,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,763,12111.30,720.01,11391.29,8014.47,3376.82,29.64,222,21,51.31
2024-01-09,20240109,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1589,20491.30,1131.12,19360.18,13740.79,5619.39,29.03,501,38,38.64
2024-01-09,20240109,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1097,14593.30,1072.30,13521.00,9646.47,3874.53,28.66,284,26,47.61
2024-01-09,20240109,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,946,11289.00,655.25,10633.75,7487.28,3146.47,29.59,266,25,39.98
2024-01-09,20240109,15,SuperChampion Raanana,Raanana,Central,Supermarket,866,13157.50,910.26,12247.24,8630.31,3616.93,29.53,239,26,51.24
2024-01-09,20240109,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,1989,30383.10,1591.42,28791.68,20015.78,8775.90,30.48,575,26,50.07
2024-01-09,20240109,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2883,34406.70,2347.37,32059.33,22518.18,9541.15,29.76,740,28,43.32
2024-01-09,20240109,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,779,11142.50,584.33,10558.17,7354.20,3203.97,30.35,202,20,52.27
2024-01-09,20240109,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2258,28150.40,1370.39,26780.01,18880.90,7899.11,29.50,670,25,39.97
2024-01-09,20240109,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2378,29849.00,1419.50,28429.50,19999.72,8429.78,29.65,692,25,41.08
2024-01-09,20240109,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1364,20119.80,1286.59,18833.21,13194.44,5638.77,29.94,375,31,50.22
2024-01-09,20240109,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1126,14029.60,888.04,13141.56,9095.45,4046.11,30.79,320,27,41.07
2024-01-09,20240109,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1282,15312.60,925.28,14387.32,10079.96,4307.36,29.94,399,30,36.06
2024-01-09,20240109,24,SuperChampion Afula,Afula,Northern,Supermarket,1018,10435.20,646.69,9788.51,6872.71,2915.80,29.79,299,24,32.74
2024-01-10,20240110,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,550,6809.60,414.16,6395.44,4488.52,1906.92,29.82,153,29,41.80
2024-01-10,20240110,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,846,10423.80,678.61,9745.19,6866.01,2879.18,29.54,233,26,41.82
2024-01-10,20240110,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,1603,28026.00,1509.97,26516.03,18420.13,8095.90,30.53,434,19,61.10
2024-01-10,20240110,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1205,13000.90,867.53,12133.37,8718.53,3414.84,28.14,362,26,33.52
2024-01-10,20240110,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1005,12864.90,756.19,12108.71,8669.62,3439.09,28.40,289,24,41.90
2024-01-10,20240110,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1049,13131.70,854.92,12276.78,8882.02,3394.76,27.65,300,27,40.92
2024-01-10,20240110,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2675,34351.40,1459.19,32892.21,23109.69,9782.52,29.74,789,25,41.69
2024-01-10,20240110,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,901,11073.20,765.35,10307.85,7412.00,2895.85,28.09,243,24,42.42
2024-01-10,20240110,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1099,16711.30,954.17,15757.13,11009.37,4747.76,30.13,372,29,42.36
2024-01-10,20240110,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2698,35537.20,2398.57,33138.63,23643.43,9495.20,28.65,838,30,39.54
2024-01-10,20240110,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1504,19190.60,1095.45,18095.15,12624.70,5470.45,30.23,429,35,42.18
2024-01-10,20240110,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1067,13402.90,695.95,12706.95,8789.94,3917.01,30.83,296,26,42.93
2024-01-10,20240110,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,979,13302.70,780.86,12521.84,8746.75,3775.09,30.15,262,23,47.79
2024-01-10,20240110,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,792,10577.20,578.71,9998.49,6767.89,3230.60,32.31,230,20,43.47
2024-01-10,20240110,15,SuperChampion Raanana,Raanana,Central,Supermarket,1058,15247.60,920.14,14327.46,9890.71,4436.75,30.97,343,31,41.77
2024-01-10,20240110,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2407,32211.00,1628.76,30582.24,20911.30,9670.94,31.62,687,31,44.52
2024-01-10,20240110,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2447,39697.50,2355.03,37342.47,25389.53,11952.94,32.01,661,28,56.49
2024-01-10,20240110,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1334,13935.20,732.02,13203.18,9300.57,3902.61,29.56,398,30,33.17
2024-01-10,20240110,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2655,31439.30,1668.05,29771.25,21379.41,8391.84,28.19,784,26,37.97
2024-01-10,20240110,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,3021,39014.10,2184.41,36829.69,26113.65,10716.04,29.10,904,32,40.74
2024-01-10,20240110,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1080,15355.40,1001.83,14353.57,10269.79,4083.78,28.45,313,29,45.86
2024-01-10,20240110,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1021,15068.50,764.97,14303.53,9866.29,4437.24,31.02,292,24,48.98
2024-01-10,20240110,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,806,11116.80,751.98,10364.82,7067.83,3296.99,31.81,240,20,43.19
2024-01-10,20240110,24,SuperChampion Afula,Afula,Northern,Supermarket,835,10039.70,471.92,9567.78,6766.14,2801.64,29.28,253,21,37.82
2024-01-11,20240111,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,531,7765.10,464.46,7300.64,5080.02,2220.62,30.42,165,29,44.25
2024-01-11,20240111,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1289,15807.90,1063.44,14744.46,10562.50,4181.96,28.36,391,34,37.71
2024-01-11,20240111,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,3221,44992.30,3430.53,41561.77,30013.71,11548.06,27.79,902,34,46.08
2024-01-11,20240111,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,957,12215.30,905.60,11309.70,8040.10,3269.60,28.91,276,21,40.98
2024-01-11,20240111,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,885,11447.50,682.46,10765.04,7685.69,3079.35,28.61,234,23,46.00
2024-01-11,20240111,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1023,13517.10,876.77,12640.33,9088.53,3551.80,28.10,289,30,43.74
2024-01-11,20240111,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2492,38307.70,2232.91,36074.79,25556.31,10518.48,29.16,667,29,54.09
2024-01-11,20240111,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1145,15012.10,972.69,14039.41,9821.73,4217.68,30.04,353,29,39.77
2024-01-11,20240111,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1306,14924.30,933.53,13990.77,9907.86,4082.91,29.18,344,30,40.67
2024-01-11,20240111,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2459,34387.80,1647.15,32740.65,23432.11,9308.54,28.43,703,25,46.57
2024-01-11,20240111,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,913,10950.50,673.92,10276.58,7480.28,2796.30,27.21,247,23,41.61
2024-01-11,20240111,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1077,14610.10,692.29,13917.81,9846.71,4071.10,29.25,321,29,43.36
2024-01-11,20240111,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1100,12148.20,657.66,11490.54,7995.69,3494.85,30.42,330,27,34.82
2024-01-11,20240111,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1168,16988.60,928.32,16060.28,11060.47,4999.81,31.13,362,27,44.37
2024-01-11,20240111,15,SuperChampion Raanana,Raanana,Central,Supermarket,1220,16605.70,1355.20,15250.50,10894.87,4355.63,28.56,350,28,43.57
2024-01-11,20240111,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,1982,23642.40,1371.58,22270.82,15724.35,6546.47,29.39,608,25,36.63
2024-01-11,20240111,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2700,40199.20,2106.11,38093.09,26414.21,11678.88,30.66,655,25,58.16
2024-01-11,20240111,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,871,11532.80,553.01,10979.79,7651.02,3328.77,30.32,226,22,48.58
2024-01-11,20240111,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2250,29635.80,1839.98,27795.82,20162.46,7633.36,27.46,636,22,43.70
2024-01-11,20240111,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2301,27981.90,1427.23,26554.67,18568.22,7986.45,30.08,639,25,41.56
2024-01-11,20240111,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1012,13835.00,799.50,13035.50,9363.39,3672.11,28.17,302,27,43.16
2024-01-11,20240111,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1040,12237.50,828.17,11409.33,7965.76,3443.57,30.18,311,23,36.69
2024-01-11,20240111,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1038,14306.90,935.57,13371.33,9602.56,3768.77,28.19,310,25,43.13
2024-01-11,20240111,24,SuperChampion Afula,Afula,Northern,Supermarket,1139,14447.60,921.85,13525.75,9647.97,3877.78,28.67,285,31,47.46
2024-01-12,20240112,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,726,9640.00,600.73,9039.27,6463.81,2575.46,28.49,233,23,38.80
2024-01-12,20240112,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,2077,26853.30,1627.67,25225.63,18310.19,6915.44,27.41,543,26,46.46
2024-01-12,20240112,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,4421,65771.50,4156.17,61615.33,44673.54,16941.79,27.50,1213,31,50.80
2024-01-12,20240112,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1806,26444.60,1842.83,24601.77,17426.54,7175.23,29.17,511,25,48.14
2024-01-12,20240112,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,2007,28151.30,1467.07,26684.23,18480.69,8203.54,30.74,516,29,51.71
2024-01-12,20240112,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1823,21520.30,1606.97,19913.33,14514.50,5398.83,27.11,536,28,37.15
2024-01-12,20240112,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2695,29106.70,1655.90,27450.80,19171.81,8278.99,30.16,780,18,35.19
2024-01-12,20240112,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,2177,31155.60,1898.47,29257.13,20868.22,8388.91,28.67,587,32,49.84
2024-01-12,20240112,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1611,19081.10,1343.85,17737.25,12375.63,5361.62,30.23,439,25,40.40
2024-01-12,20240112,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,4105,53090.20,3266.33,49823.87,34960.17,14863.70,29.83,1042,29,47.82
2024-01-12,20240112,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1794,21204.60,1359.37,19845.23,13645.73,6199.50,31.24,532,24,37.30
2024-01-12,20240112,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,2122,23338.40,1531.48,21806.92,15190.79,6616.13,30.34,629,27,34.67
2024-01-12,20240112,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1366,19710.40,1620.51,18089.89,12900.24,5189.65,28.69,388,19,46.62
2024-01-12,20240112,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,2186,26751.20,1491.82,25259.38,18123.91,7135.47,28.25,628,31,40.22
2024-01-12,20240112,15,SuperChampion Raanana,Raanana,Central,Supermarket,1648,27978.00,1603.22,26374.78,18524.18,7850.60,29.77,405,27,65.12
2024-01-12,20240112,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,4528,59539.90,4184.43,55355.47,40598.35,14757.12,26.66,1211,26,45.71
2024-01-12,20240112,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,3272,42537.70,2639.09,39898.61,27359.65,12538.96,31.43,845,20,47.22
2024-01-12,20240112,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1549,21407.60,1284.74,20122.86,14319.32,5803.54,28.84,436,22,46.15
2024-01-12,20240112,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,3194,37265.60,1865.73,35399.87,24966.08,10433.79,29.47,1029,21,34.40
2024-01-12,20240112,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2925,54389.20,3480.30,50908.90,35093.37,15815.53,31.07,823,25,61.86
2024-01-12,20240112,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1570,21718.40,1187.33,20531.07,14348.39,6182.68,30.11,427,28,48.08
2024-01-12,20240112,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1722,26381.60,1698.67,24682.93,17312.09,7370.84,29.86,538,27,45.88
2024-01-12,20240112,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1650,19289.00,1290.07,17998.93,13053.37,4945.56,27.48,433,24,41.57
2024-01-12,20240112,24,SuperChampion Afula,Afula,Northern,Supermarket,1746,21627.20,1488.43,20138.77,14008.85,6129.92,30.44,475,25,42.40
2024-01-13,20240113,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,168,1840.90,124.08,1716.82,1207.30,509.52,29.68,55,23,31.21
2024-01-13,20240113,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,487,5691.30,358.06,5333.24,3796.62,1536.62,28.81,135,25,39.51
2024-01-13,20240113,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,1276,13079.30,719.73,12359.57,8875.04,3484.53,28.19,311,25,39.74
2024-01-13,20240113,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,563,6660.20,456.19,6204.01,4446.58,1757.43,28.33,172,27,36.07
2024-01-13,20240113,21,SuperChampion Eilat,Eilat,Southern,Supermarket,492,6415.80,390.71,6025.09,4128.94,1896.15,31.47,153,26,39.38
2024-01-13,20240113,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,369,5367.90,318.66,5049.24,3478.93,1570.31,31.10,114,22,44.29
2024-01-14,20240114,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,572,8796.80,412.87,8383.93,5957.60,2426.33,28.94,166,28,50.51
2024-01-14,20240114,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1000,13569.80,1004.37,12565.43,8967.32,3598.11,28.63,273,25,46.03
2024-01-14,20240114,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2350,28769.40,1459.98,27309.42,18905.64,8403.78,30.77,690,21,39.58
2024-01-14,20240114,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1032,14163.10,907.78,13255.32,9226.92,4028.40,30.39,318,25,41.68
2024-01-14,20240114,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,939,13430.30,847.43,12582.87,8955.44,3627.43,28.83,259,23,48.58
2024-01-14,20240114,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1025,13895.30,1070.99,12824.31,9379.33,3444.98,26.86,256,19,50.09
2024-01-14,20240114,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2958,31527.30,2218.82,29308.48,20614.59,8693.89,29.66,771,24,38.01
2024-01-14,20240114,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,981,12919.20,782.92,12136.28,8791.73,3344.55,27.56,303,22,40.05
2024-01-14,20240114,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1240,18745.60,1266.28,17479.32,12443.44,5035.88,28.81,386,29,45.28
2024-01-14,20240114,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,3737,48432.10,2651.01,45781.09,32170.11,13610.98,29.73,951,34,48.14
2024-01-14,20240114,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,986,16172.60,624.61,15547.99,10624.79,4923.20,31.66,296,23,52.53
2024-01-14,20240114,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1051,11624.30,664.68,10959.62,7516.87,3442.75,31.41,283,22,38.73
2024-01-14,20240114,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1268,16346.00,980.90,15365.10,10707.18,4657.92,30.31,330,25,46.56
2024-01-14,20240114,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1143,13924.40,862.14,13062.26,9345.34,3716.92,28.46,360,23,36.28
2024-01-14,20240114,15,SuperChampion Raanana,Raanana,Central,Supermarket,865,14025.50,887.75,13137.75,9304.11,3833.64,29.18,221,23,59.45
2024-01-14,20240114,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,3110,32185.30,1821.56,30363.74,21981.06,8382.68,27.61,736,25,41.26
2024-01-14,20240114,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2480,33863.50,1672.35,32191.15,22249.47,9941.68,30.88,727,23,44.28
2024-01-14,20240114,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1307,18619.50,1386.02,17233.48,12551.07,4682.41,27.17,344,29,50.10
2024-01-14,20240114,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,3538,45651.00,2951.19,42699.81,30307.97,12391.84,29.02,1045,29,40.86
2024-01-14,20240114,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,1920,25343.20,1322.63,24020.57,16424.53,7596.04,31.62,565,18,42.51
2024-01-14,20240114,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1115,12777.80,697.72,12080.08,8472.40,3607.68,29.86,318,26,37.99
2024-01-14,20240114,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1510,19604.90,1360.28,18244.62,13258.82,4985.80,27.33,459,32,39.75
2024-01-14,20240114,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1259,15929.40,894.55,15034.85,10476.56,4558.29,30.32,354,25,42.47
2024-01-14,20240114,24,SuperChampion Afula,Afula,Northern,Supermarket,878,14456.70,926.86,13529.84,9410.51,4119.33,30.45,260,21,52.04
2024-01-15,20240115,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,392,5107.20,254.48,4852.72,3420.85,1431.87,29.51,125,21,38.82
2024-01-15,20240115,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1533,20130.80,1284.24,18846.56,13495.57,5350.99,28.39,438,37,43.03
2024-01-15,20240115,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2346,38523.70,2007.11,36516.59,25447.94,11068.65,30.31,609,32,59.96
2024-01-15,20240115,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1041,12975.60,723.69,12251.91,8609.18,3642.73,29.73,299,26,40.98
2024-01-15,20240115,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1294,17387.40,956.64,16430.76,11583.10,4847.66,29.50,422,35,38.94
2024-01-15,20240115,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,742,12524.70,818.50,11706.20,8037.14,3669.06,31.34,225,20,52.03
2024-01-15,20240115,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,1977,26293.40,1667.95,24625.45,17305.32,7320.13,29.73,570,22,43.20
2024-01-15,20240115,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1191,14607.60,752.86,13854.74,9889.83,3964.91,28.62,325,25,42.63
2024-01-15,20240115,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,878,10218.20,637.43,9580.77,6847.41,2733.36,28.53,252,22,38.02
2024-01-15,20240115,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2765,32166.30,2350.41,29815.89,21558.62,8257.27,27.69,771,27,38.67
2024-01-15,20240115,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1110,13656.40,808.71,12847.69,9035.88,3811.81,29.67,301,26,42.68
2024-01-15,20240115,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1121,11438.00,707.26,10730.74,7501.59,3229.15,30.09,340,23,31.56
2024-01-15,20240115,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,936,15281.60,1013.38,14268.22,9815.61,4452.61,31.21,285,28,50.06
2024-01-15,20240115,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1153,15683.40,1044.22,14639.18,10475.68,4163.50,28.44,311,28,47.07
2024-01-15,20240115,15,SuperChampion Raanana,Raanana,Central,Supermarket,1169,13507.60,887.60,12620.00,8979.34,3640.66,28.85,343,28,36.79
2024-01-15,20240115,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2617,32228.30,2486.19,29742.11,20868.77,8873.34,29.83,784,25,37.94
2024-01-15,20240115,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2452,27725.20,1663.55,26061.65,18900.93,7160.72,27.48,695,24,37.50
2024-01-15,20240115,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1282,17198.80,1130.36,16068.44,11430.19,4638.25,28.87,346,35,46.44
2024-01-15,20240115,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2991,35281.70,1792.27,33489.43,23374.39,10115.04,30.20,884,29,37.88
